timestamp,current,temperature,anomaly
2026-07-17 14:13:50,16.53,52.55,False
2026-07-17 14:13:51,16.38,41.3,False
2026-07-17 14:13:52,16.45,41.19,False
2026-07-17 14:13:53,17.69,42.6,False
2026-07-17 14:13:54,14.28,45.27,False
2026-07-17 14:13:55,14.34,43.99,False
2026-07-17 14:13:56,15.34,43.33,False
2026-07-17 14:13:57,14.58,45.66,False
2026-07-17 14:13:58,14.95,44.19,False
2026-07-17 14:13:59,16.12,38.29,False
2026-07-17 14:14:00,15.26,44.84,False
2026-07-17 14:14:01,16.78,42.88,False
2026-07-17 14:14:02,14.19,35.47,False
2026-07-17 14:14:03,17.5,42.67,False
2026-07-17 14:14:04,15.98,41.62,False
2026-07-17 14:14:05,15.62,36.13,False
2026-07-17 14:14:06,16.77,36.71,False
2026-07-17 14:14:07,15.25,35.19,False
2026-07-17 14:14:08,17.82,45.83,False
2026-07-17 14:14:09,14.58,52.66,False
2026-07-17 14:14:10,15.53,39.49,False
2026-07-17 14:14:11,16.13,37.07,False
2026-07-17 14:14:12,14.65,43.69,False
2026-07-17 14:14:13,15.46,50.65,False
2026-07-17 14:14:14,14.75,35.53,False
2026-07-17 14:14:15,17.77,40.23,False
2026-07-17 14:14:16,16.5,47.66,False
2026-07-17 14:14:17,16.54,43.11,False
2026-07-17 14:14:18,14.77,37.04,False
2026-07-17 14:14:19,16.94,38.46,False
2026-07-17 14:14:20,14.04,45.08,False
2026-07-17 14:14:21,15.73,38.96,False
2026-07-17 14:14:22,16.26,38.08,False
2026-07-17 14:14:23,14.25,43.4,False
2026-07-17 14:14:24,17.47,41.13,False
2026-07-17 14:14:25,16.12,37.38,False
2026-07-17 14:14:26,14.39,47.15,False
2026-07-17 14:14:27,16.05,54.99,False
2026-07-17 14:14:28,15.44,46.78,False
2026-07-17 14:14:29,16.01,50.75,False
2026-07-17 14:14:30,15.42,45.93,False
2026-07-17 14:14:31,14.14,51.35,False
2026-07-17 14:14:32,16.02,47.65,False
2026-07-17 14:14:33,14.03,51.25,False
2026-07-17 14:14:34,14.57,39.59,False
2026-07-17 14:14:35,14.03,44.28,False
2026-07-17 14:14:36,17.2,54.97,False
2026-07-17 14:14:37,16.18,53.23,False
2026-07-17 14:14:38,15.52,54.87,False
2026-07-17 14:14:39,15.6,42.56,False
2026-07-17 14:14:40,14.81,49.07,False
2026-07-17 14:14:41,14.41,46.59,False
2026-07-17 14:14:42,15.94,47.65,False
2026-07-17 14:14:43,17.62,50.87,False
2026-07-17 14:14:44,17.58,40.39,False
2026-07-17 14:14:45,16.08,53.55,False
2026-07-17 14:14:46,15.96,49.58,False
2026-07-17 14:14:47,16.18,43.35,False
2026-07-17 14:14:48,15.33,47.28,False
2026-07-17 14:14:49,16.4,45.81,False
2026-07-17 14:14:50,16.44,39.42,False
2026-07-17 14:14:51,16.68,42.83,False
2026-07-17 14:14:52,17.28,36.39,False
2026-07-17 14:14:53,14.75,44.43,False
2026-07-17 14:14:54,16.98,38.11,False
2026-07-17 14:14:55,16.31,43.73,False
2026-07-17 14:14:56,14.93,43.32,False
2026-07-17 14:14:57,15.97,53.24,False
2026-07-17 14:14:58,16.58,54.15,False
2026-07-17 14:14:59,15.5,38.58,False
2026-07-17 14:15:00,15.33,54.07,False
2026-07-17 14:15:01,17.02,42.1,False
2026-07-17 14:15:02,14.84,52.07,False
2026-07-17 14:15:03,14.42,40.03,False
2026-07-17 14:15:04,17.23,44.92,False
2026-07-17 14:15:05,17.11,48.27,False
2026-07-17 14:15:06,16.05,39.02,False
2026-07-17 14:15:07,16.21,37.6,False
2026-07-17 14:15:08,14.25,36.71,False
2026-07-17 14:15:09,16.82,44.15,False
2026-07-17 14:15:10,14.94,36.5,False
2026-07-17 14:15:11,15.96,35.1,False
2026-07-17 14:15:12,15.5,54.12,False
2026-07-17 14:15:13,14.37,40.49,False
2026-07-17 14:15:14,14.07,36.24,False
2026-07-17 14:15:15,16.81,49.4,False
